id_avaliacao,id_pedido,id_restaurante,nota,comentario,criado_em
322,1687,68,3,"Para saciar a fome cumpre o papel, mas não é destaque.",2024-01-04 22:00:00
323,169,29,4,Entrega antes do prazo e tudo bem embalado.,2024-02-03 05:00:00
324,304,42,3,Massa al dente mas molho podia ter mais sabor.,2024-06-06 20:00:00
325,991,27,4,Comida chegou quente e bem embalada.,2024-10-21 10:00:00
326,556,63,3,Salada fresca mas molho muito ácido.,2024-07-03 21:00:00
327,1925,40,5,"Atendimento rápido, comida excepcional. Recomendo a todos.",2024-07-09 14:00:00
328,608,69,4,Comida saborosa e entrega dentro do prazo. Recomendo.,2024-02-06 03:00:00
329,1619,4,3,"Porção adequada, sabor regular.",2024-06-06 01:00:00
330,758,61,5,Entrega relâmpago e comida na temperatura perfeita.,2024-04-28 22:00:00
331,439,22,5,Restaurante tratou o pedido com muito cuidado e carinho.,2024-05-23 07:00:00
332,583,1,4,Comida chegou quente e bem embalada.,2024-07-25 04:00:00
333,1519,66,3,Restaurante cumpriu o básico esperado.,2024-10-16 16:00:00
334,528,60,4,Embalagem térmica manteve a comida quente.,2024-05-16 15:00:00
335,343,19,5,"Comida quente, bem temperada e porção farta. Perfeito.",2024-04-15 05:00:00
336,1737,61,3,"Nada impressionante, mas também não decepciona.",2024-03-30 12:00:00
337,368,66,2,"Frango ressecado, parecia requentado.",2024-05-02 13:00:00
338,186,43,2,"Refrigerante chegou quente, sem gelo nenhum.",2024-10-23 00:00:00
339,1117,17,5,Simplesmente incrível! Melhor delivery que já experimentei.,2024-03-15 09:00:00
340,1755,72,3,Massa al dente mas molho podia ter mais sabor.,2024-07-07 01:00:00
341,1426,46,3,Massa al dente mas molho podia ter mais sabor.,2024-08-16 23:00:00
342,301,44,5,Sushi premium com peixe de qualidade superior.,2024-08-19 18:00:00
343,1904,11,3,"Tudo certo, sem reclamações. Só não ficou surpreso.",2024-11-19 08:00:00
344,833,77,3,Preço justo para o que oferece.,2024-03-29 08:00:00
345,544,30,4,Sabor excelente e porção generosa.,2024-04-27 09:00:00
346,1601,12,1,"Prazo era 40 min, levou 2h30. Comida obviamente fria.",2024-02-19 03:00:00
347,351,34,3,"Pedido correto, sabor mediano. Pode melhorar.",2024-01-22 04:00:00
348,1933,60,4,Pizza crocante e bem distribuída. Parabéns ao restaurante.,2024-09-27 20:00:00
349,1511,60,2,"Embalagem de salada amassada, folhas murchas.",2024-02-09 20:00:00
350,979,2,1,Embalagem inadequada para frango assado. Chegou encharcado.,2024-04-20 10:00:00
351,176,42,4,Salada fresca com ingredientes de qualidade.,2024-06-20 01:00:00
352,483,2,3,Boa comida mas embalagem simples. Cumpriu o prometido.,2024-01-20 22:00:00
353,1413,59,3,"Não voltarei toda semana, mas posso pedir de vez em quando.",2024-02-14 07:00:00
354,1611,49,2,Pizza com massa crua no meio. Precisava de mais tempo no forno.,2024-07-09 23:00:00
355,124,31,2,"Pão do lanche estava duro, como se fosse de ontem.",2024-09-01 10:00:00
356,600,27,5,Perfeito! Exatamente como esperado.,2024-02-28 22:00:00
357,1795,50,2,"Pão do lanche estava duro, como se fosse de ontem.",2024-04-27 23:00:00
358,1746,70,2,"Molho faltando, pedi extra e não veio.",2024-02-16 00:00:00
359,1379,21,4,Entregador simpático e cuidadoso com o pedido.,2024-08-23 11:00:00
360,1186,47,5,Prato visivelmente feito com carinho. Sabor inigualável.,2024-08-28 04:00:00
361,486,46,3,"Atendimento neutro, comida sem destaque.",2024-05-27 17:00:00
362,332,39,4,Massa artesanal com molho rico em sabor.,2024-04-25 11:00:00
363,789,44,5,Entregou em 20 minutos e ainda com brinde. Excelente!,2024-04-28 14:00:00
364,195,56,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-01-24 09:00:00
365,638,2,5,"Carne no ponto, molhos deliciosos e sobremesa de brinde.",2024-02-08 12:00:00
366,472,21,5,Qualidade de restaurante presencial em casa. Impressionante.,2024-08-30 22:00:00
367,1714,66,3,"Nada impressionante, mas também não decepciona.",2024-09-13 11:00:00
368,323,42,2,"Pedido correto, mas qualidade abaixo do esperado pelo preço.",2024-04-03 03:00:00
369,1197,73,3,"Para saciar a fome cumpre o papel, mas não é destaque.",2024-01-30 03:00:00
370,267,19,3,"Ok para o dia a dia, nada especial.",2024-06-07 15:00:00
371,1544,43,4,Churrasco macio e bem temperado.,2024-08-18 14:00:00
372,1804,17,4,Pizza crocante e bem distribuída. Parabéns ao restaurante.,2024-01-13 16:00:00
373,68,50,3,Preço justo para o que oferece.,2024-10-01 13:00:00
374,1738,56,3,Salada fresca mas molho muito ácido.,2024-11-29 20:00:00
375,1593,27,4,Adorei! Já virou meu favorito.,2024-09-23 22:00:00
376,1564,71,3,"Nada impressionante, mas também não decepciona.",2024-11-01 23:00:00
377,481,54,5,Restaurante tratou o pedido com muito cuidado e carinho.,2024-09-13 18:00:00
378,1757,17,3,Restaurante cumpriu o básico esperado.,2024-02-14 13:00:00
379,1913,56,4,Qualidade consistente. Sempre bom ao pedir.,2024-09-08 12:00:00
380,1441,13,2,"Entrega foi lenta, embalagem estava úmida.",2024-11-17 00:00:00
381,1461,34,2,"Embalagem simples demais, comida misturou tudo.",2024-01-24 03:00:00
382,888,28,3,Preço justo para o que oferece.,2024-08-19 02:00:00
383,423,4,5,Restaurante tratou o pedido com muito cuidado e carinho.,2024-12-23 18:00:00
384,1675,24,3,"Prato bem montado, sabor dentro do esperado.",2024-02-18 07:00:00
385,1450,10,4,Churrasco macio e bem temperado.,2024-04-28 02:00:00
386,765,59,5,Cada detalhe do prato estava perfeito. Arte na cozinha.,2024-04-15 17:00:00
387,520,57,4,Comida chegou quente e bem embalada.,2024-07-10 18:00:00
388,1432,54,4,Adorei! Já virou meu favorito.,2024-08-20 06:00:00
389,614,46,1,Pizza chegou fria e murcha. Parecia papelão.,2024-10-12 06:00:00
390,1531,1,3,"Comida caseira simples. Sem inovação, mas honesta.",2024-04-07 05:00:00
391,1783,52,1,"Embalagem rasgada, comida derramou toda na sacola.",2024-03-29 21:00:00
392,1659,67,5,Restaurante tratou o pedido com muito cuidado e carinho.,2024-08-16 00:00:00
393,454,20,1,Carne crua por dentro. Totalmente inaceitável.,2024-08-11 19:00:00
394,731,54,1,Faltaram itens no pedido. Paguei por algo que não veio.,2024-07-01 17:00:00
395,535,15,4,"Sushi bem preparado, arroz na textura ideal.",2024-06-20 17:00:00
396,966,57,3,Boa comida mas embalagem simples. Cumpriu o prometido.,2024-08-15 07:00:00
397,1285,26,4,"Sushi bem preparado, arroz na textura ideal.",2024-11-12 05:00:00
398,1740,78,4,Adorei! Já virou meu favorito.,2024-07-01 12:00:00
399,262,34,3,Restaurante cumpriu o básico esperado.,2024-05-09 10:00:00
400,536,31,3,Frango grelhado sem tempero marcante.,2024-02-10 14:00:00
401,969,26,3,"Entrega rápida, mas a comida era comum.",2024-06-08 20:00:00
402,241,19,5,"Salada fresquíssima, parecia colhida na hora.",2024-04-21 22:00:00
403,820,70,5,Cada detalhe do prato estava perfeito. Arte na cozinha.,2024-11-11 22:00:00
404,693,56,5,Melhor hambúrguer que já comi por delivery.,2024-01-15 06:00:00
405,421,52,4,Adorei! Já virou meu favorito.,2024-05-02 03:00:00
406,1086,2,3,"Entrega rápida, mas a comida era comum.",2024-02-15 00:00:00
407,1999,49,5,Cada detalhe do prato estava perfeito. Arte na cozinha.,2024-12-01 21:00:00
408,366,56,4,Comida saborosa e entrega dentro do prazo. Recomendo.,2024-09-12 09:00:00
409,1023,69,4,Massa artesanal com molho rico em sabor.,2024-06-09 11:00:00
410,1241,33,1,"Molho derramado, embalagem completamente inadequada.",2024-07-20 08:00:00
411,589,8,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-10-20 18:00:00
412,737,29,4,"Sushi bem preparado, arroz na textura ideal.",2024-06-20 16:00:00
413,1762,76,5,Perfeito! Exatamente como esperado.,2024-03-20 01:00:00
414,942,36,3,"Para saciar a fome cumpre o papel, mas não é destaque.",2024-02-20 21:00:00
415,72,56,3,"Prato bem montado, sabor dentro do esperado.",2024-12-08 02:00:00
416,1408,32,5,"Salada fresquíssima, parecia colhida na hora.",2024-02-17 03:00:00
417,260,46,1,Cobrou a mais e o pedido veio incompleto.,2024-11-06 10:00:00
418,52,69,3,Salada fresca mas molho muito ácido.,2024-03-02 12:00:00
419,199,17,3,"Para saciar a fome cumpre o papel, mas não é destaque.",2024-01-06 07:00:00
420,1789,27,4,Entregador simpático e cuidadoso com o pedido.,2024-02-06 04:00:00
421,651,30,3,"Tudo certo, sem reclamações. Só não ficou surpreso.",2024-06-28 05:00:00
422,333,67,2,Comida ok mas fria. Precisa melhorar na entrega.,2024-07-12 13:00:00
423,1360,23,5,"Frango suculento, molho incrível, embalagem perfeita.",2024-07-16 15:00:00
424,594,45,5,Superou todas as expectativas. Nota máxima com folga.,2024-06-10 08:00:00
425,1392,50,4,Salada fresca com ingredientes de qualidade.,2024-04-04 15:00:00
426,1801,20,4,Comida chegou quente e bem embalada.,2024-02-26 04:00:00
427,1315,10,4,Entrega antes do prazo e tudo bem embalado.,2024-12-24 00:00:00
428,1112,66,5,Sushi premium com peixe de qualidade superior.,2024-10-16 19:00:00
429,1007,42,2,"Embalagem simples demais, comida misturou tudo.",2024-04-17 06:00:00
430,1327,32,5,Prato visivelmente feito com carinho. Sabor inigualável.,2024-11-27 19:00:00
431,427,16,4,Embalagem térmica manteve a comida quente.,2024-12-28 19:00:00
432,1559,44,4,Frango grelhado perfeitamente temperado.,2024-11-14 16:00:00
433,1294,41,1,"Errou o endereço, comida foi entregue no vizinho.",2024-10-08 23:00:00
434,591,58,3,"Pedido chegou completo, qualidade regular.",2024-08-13 05:00:00
435,1958,6,5,"Salada fresquíssima, parecia colhida na hora.",2024-12-02 00:00:00
436,1977,79,2,"Itens básicos faltando, como guardanapo e talheres.",2024-07-28 03:00:00
437,1133,80,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-05-09 02:00:00
438,986,53,4,Comida chegou quente e bem embalada.,2024-05-26 11:00:00
439,399,44,4,Embalagem térmica manteve a comida quente.,2024-12-03 17:00:00
440,1512,67,3,Salada fresca mas molho muito ácido.,2024-04-02 17:00:00
441,437,14,4,Preço justo para a qualidade entregue.,2024-03-31 16:00:00
442,193,20,5,Entregou em 20 minutos e ainda com brinde. Excelente!,2024-01-17 22:00:00
443,1436,40,3,Massa al dente mas molho podia ter mais sabor.,2024-07-02 16:00:00
444,615,17,5,Prato visivelmente feito com carinho. Sabor inigualável.,2024-05-28 01:00:00
445,1494,69,4,Risoto cremoso na medida certa.,2024-11-03 17:00:00
446,577,19,5,"Temperatura ideal na entrega, comida deliciosa.",2024-07-11 08:00:00
447,987,4,1,"Comida com gosto estranho, suspeito que estava estragada.",2024-07-14 01:00:00
448,1433,36,5,Nunca comi uma pizza tão crocante entregue em casa.,2024-12-03 18:00:00
449,707,30,2,"Itens básicos faltando, como guardanapo e talheres.",2024-02-08 17:00:00
450,1259,36,4,Massa artesanal com molho rico em sabor.,2024-01-06 23:00:00
451,142,53,5,"Temperatura ideal na entrega, comida deliciosa.",2024-06-08 05:00:00
452,1358,64,5,"Temperatura ideal na entrega, comida deliciosa.",2024-01-30 01:00:00
453,3,27,4,Frango grelhado perfeitamente temperado.,2024-05-11 11:00:00
454,1222,18,5,"Atendimento rápido, comida excepcional. Recomendo a todos.",2024-06-03 08:00:00
455,1870,46,5,"Entregou antes do prazo, tudo fresquinho!",2024-11-26 19:00:00
456,1623,4,3,Frango grelhado sem tempero marcante.,2024-11-29 17:00:00
457,340,14,4,Preço justo para a qualidade entregue.,2024-05-02 23:00:00
458,1770,78,5,"Atendimento rápido, comida excepcional. Recomendo a todos.",2024-12-10 15:00:00
459,1537,69,5,"Salada fresquíssima, parecia colhida na hora.",2024-12-04 19:00:00
460,484,59,4,"Entrega rápida e comida saborosa, 10/10!",2024-08-27 19:00:00
461,266,32,2,"Molho faltando, pedi extra e não veio.",2024-09-02 02:00:00
462,377,80,5,"Frango suculento, molho incrível, embalagem perfeita.",2024-03-29 08:00:00
463,742,40,5,"Entregou antes do prazo, tudo fresquinho!",2024-06-17 12:00:00
464,1014,62,2,Demorou mais que o prometido e o preço não justifica.,2024-06-21 07:00:00
465,440,34,3,Salada fresca mas molho muito ácido.,2024-04-26 07:00:00
466,272,9,1,"Pedido errado, recebi prato diferente do que pedi.",2024-05-05 23:00:00
467,185,24,1,"Errou o endereço, comida foi entregue no vizinho.",2024-05-19 05:00:00
468,940,31,4,Entregador simpático e cuidadoso com o pedido.,2024-02-26 12:00:00
469,245,42,3,"Atendimento neutro, comida sem destaque.",2024-06-09 00:00:00
470,932,56,4,Risoto cremoso na medida certa.,2024-11-03 18:00:00
471,446,2,3,Boa comida mas embalagem simples. Cumpriu o prometido.,2024-03-08 23:00:00
472,597,55,2,Qualidade caiu muito comparado ao que era antes.,2024-12-04 04:00:00
473,818,79,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-09-22 07:00:00
474,1273,66,3,"Não voltarei toda semana, mas posso pedir de vez em quando.",2024-12-20 12:00:00
475,1677,42,4,Atendimento excelente e embalagem cuidadosa.,2024-03-31 04:00:00
476,487,67,4,"Sushi bem preparado, arroz na textura ideal.",2024-04-08 15:00:00
477,681,69,4,Frango grelhado perfeitamente temperado.,2024-09-15 23:00:00
478,416,32,1,"Sopa derramada na embalagem, completamente fria ao chegar.",2024-12-15 23:00:00
479,274,9,3,Frango grelhado sem tempero marcante.,2024-07-31 06:00:00
480,1472,73,3,"Entrega dentro do prazo, comida ok. Nada extraordinário.",2024-06-20 13:00:00
481,1830,66,3,"Pedido chegou completo, qualidade regular.",2024-04-26 04:00:00
482,1455,18,5,Entregou em 20 minutos e ainda com brinde. Excelente!,2024-09-25 02:00:00
483,251,44,3,"Prato bem montado, sabor dentro do esperado.",2024-11-24 06:00:00
484,414,17,3,"Chegou no prazo, sabor satisfatório.",2024-05-29 09:00:00
485,1386,67,4,"Comida incrível, super recomendo!",2024-04-02 02:00:00
486,1308,74,4,Pedi pela segunda vez e manteve a qualidade.,2024-05-19 09:00:00
487,716,19,4,Pizza crocante e bem distribuída. Parabéns ao restaurante.,2024-09-28 13:00:00
488,311,4,3,"Ok para o dia a dia, nada especial.",2024-11-18 08:00:00
489,927,60,5,Cada detalhe do prato estava perfeito. Arte na cozinha.,2024-04-16 14:00:00
490,382,76,1,Embalagem inadequada para frango assado. Chegou encharcado.,2024-12-01 23:00:00
491,1566,15,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-10-16 04:00:00
492,426,47,1,Cobrou a mais e o pedido veio incompleto.,2024-10-16 09:00:00
493,1875,14,4,Pizza crocante e bem distribuída. Parabéns ao restaurante.,2024-10-28 06:00:00
494,533,6,3,"Comida caseira simples. Sem inovação, mas honesta.",2024-11-07 10:00:00
495,753,23,4,Qualidade consistente. Sempre bom ao pedir.,2024-09-04 05:00:00
496,766,73,3,"Comida caseira simples. Sem inovação, mas honesta.",2024-04-07 08:00:00
497,1357,58,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-10-06 23:00:00
498,409,10,5,"Risoto perfeito, cremoso e com ingredientes nobres.",2024-09-21 10:00:00
499,1615,60,2,Demorou mais que o prometido e o preço não justifica.,2024-12-16 20:00:00
500,695,3,5,"Marmita completa, bem temperada e ainda quente.",2024-01-16 07:00:00
501,1739,23,3,"Prato bem montado, sabor dentro do esperado.",2024-01-13 22:00:00
502,549,73,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-10-11 10:00:00
503,937,41,2,"Embalagem simples demais, comida misturou tudo.",2024-12-19 06:00:00
504,1390,57,3,"Entrega rápida, mas a comida era comum.",2024-10-17 07:00:00
505,1608,49,4,Sabor excelente e porção generosa.,2024-03-18 23:00:00
506,1940,29,2,"Refrigerante chegou quente, sem gelo nenhum.",2024-12-06 09:00:00
507,1482,12,4,Lanche com pão macio e ingredientes generosos.,2024-07-13 21:00:00
508,183,30,3,Boa comida mas embalagem simples. Cumpriu o prometido.,2024-04-09 19:00:00
509,1941,70,4,Pizza crocante e bem distribuída. Parabéns ao restaurante.,2024-10-16 22:00:00
510,1161,32,3,"Tudo certo, sem reclamações. Só não ficou surpreso.",2024-06-30 21:00:00
511,171,21,2,Comida ok mas fria. Precisa melhorar na entrega.,2024-10-19 21:00:00
512,293,2,3,Frango grelhado sem tempero marcante.,2024-10-08 06:00:00
513,562,68,5,Cada detalhe do prato estava perfeito. Arte na cozinha.,2024-11-24 10:00:00
514,1457,39,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-02-05 01:00:00
515,1877,34,4,Comida saborosa e entrega dentro do prazo. Recomendo.,2024-04-12 16:00:00
516,1652,74,4,"Comida incrível, super recomendo!",2024-06-25 14:00:00
517,850,49,4,Risoto cremoso na medida certa.,2024-10-17 21:00:00
518,273,40,5,Superou todas as expectativas. Nota máxima com folga.,2024-08-15 00:00:00
519,1550,55,4,"Sushi bem preparado, arroz na textura ideal.",2024-12-31 04:00:00
520,1035,45,4,"Comida incrível, super recomendo!",2024-09-19 01:00:00
521,1744,53,3,"Não voltarei toda semana, mas posso pedir de vez em quando.",2024-01-10 17:00:00
522,372,68,5,Melhor hambúrguer que já comi por delivery.,2024-05-07 09:00:00
523,1670,38,5,Entrega relâmpago e comida na temperatura perfeita.,2024-09-08 12:00:00
524,722,32,2,"Itens básicos faltando, como guardanapo e talheres.",2024-12-19 04:00:00
525,734,70,5,"Frango suculento, molho incrível, embalagem perfeita.",2024-09-09 03:00:00
526,778,58,4,"Comida incrível, super recomendo!",2024-02-24 06:00:00
527,519,56,1,"Pedido errado, recebi prato diferente do que pedi.",2024-04-28 04:00:00
528,335,27,4,"Comida incrível, super recomendo!",2024-02-07 17:00:00
529,846,51,3,"Para saciar a fome cumpre o papel, mas não é destaque.",2024-02-22 16:00:00
530,1252,45,4,Massa artesanal com molho rico em sabor.,2024-05-24 02:00:00
531,1053,66,5,"Carne no ponto, molhos deliciosos e sobremesa de brinde.",2024-09-27 11:00:00
532,1924,66,4,Entregador simpático e cuidadoso com o pedido.,2024-08-16 02:00:00
533,16,53,5,"Carne no ponto, molhos deliciosos e sobremesa de brinde.",2024-03-01 00:00:00
534,708,15,4,"Sushi bem preparado, arroz na textura ideal.",2024-02-08 10:00:00
535,901,33,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-06-07 11:00:00
536,1980,24,3,"Pedido correto, sabor mediano. Pode melhorar.",2024-09-25 01:00:00
537,1573,21,4,Entrega antes do prazo e tudo bem embalado.,2024-06-21 04:00:00
538,904,26,4,Qualidade consistente. Sempre bom ao pedir.,2024-11-28 05:00:00
539,466,26,4,"Comida incrível, super recomendo!",2024-09-23 07:00:00
540,1978,32,4,Comida chegou quente e bem embalada.,2024-12-16 04:00:00
541,200,32,5,Porção absurdamente generosa pelo preço cobrado.,2024-01-24 12:00:00
542,1207,1,4,Frango grelhado perfeitamente temperado.,2024-03-14 17:00:00
543,1056,39,2,"Itens básicos faltando, como guardanapo e talheres.",2024-02-05 14:00:00
544,1132,6,5,Qualidade de restaurante presencial em casa. Impressionante.,2024-09-06 05:00:00
545,1380,6,5,"Entregador gentil, comida impecável. Experiência 5 estrelas.",2024-01-09 07:00:00
546,999,61,1,Arroz empapado e feijão aguado. Parece sobra do dia anterior.,2024-04-04 14:00:00
547,728,70,2,"Pão do lanche estava duro, como se fosse de ontem.",2024-03-20 16:00:00
548,1772,16,2,"Refrigerante chegou quente, sem gelo nenhum.",2024-03-21 10:00:00
549,1910,36,5,Qualidade de restaurante presencial em casa. Impressionante.,2024-11-11 18:00:00
550,1822,76,3,"Entrega rápida, mas a comida era comum.",2024-10-27 17:00:00
551,568,58,2,Qualidade caiu muito comparado ao que era antes.,2024-01-02 02:00:00
552,44,11,3,"Razoável pelo preço. Já comi melhor, já comi pior.",2024-02-20 11:00:00
553,275,24,4,Frango grelhado perfeitamente temperado.,2024-11-06 02:00:00
554,1097,54,3,"Tudo certo, sem reclamações. Só não ficou surpreso.",2024-09-13 17:00:00
555,102,77,1,"Comida com gosto estranho, suspeito que estava estragada.",2024-01-06 18:00:00
556,1232,38,4,Qualidade consistente. Sempre bom ao pedir.,2024-08-16 16:00:00
557,1722,37,3,"Ok para o dia a dia, nada especial.",2024-03-08 16:00:00
558,1833,63,3,"Pedido correto, sabor mediano. Pode melhorar.",2024-02-19 05:00:00
559,108,69,5,Entregou em 20 minutos e ainda com brinde. Excelente!,2024-07-23 07:00:00
560,1618,21,2,"Embalagem simples demais, comida misturou tudo.",2024-07-03 22:00:00
561,498,74,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-07-18 07:00:00
562,1981,21,5,Pedi pela segunda vez e não decepcionou.,2024-06-24 12:00:00
563,882,8,4,Qualidade consistente. Sempre bom ao pedir.,2024-08-26 21:00:00
564,757,70,1,Comida com cabelo. Não aceitarei mais pedidos desse restaurante.,2024-04-27 03:00:00
565,620,21,4,"Sushi bem preparado, arroz na textura ideal.",2024-01-13 02:00:00
566,1107,56,1,Entregador rude e pedido incompleto. Pior experiência.,2024-11-25 01:00:00
567,1936,14,4,Entregador simpático e cuidadoso com o pedido.,2024-09-23 10:00:00
568,810,13,2,"Embalagem de salada amassada, folhas murchas.",2024-10-03 16:00:00
569,1038,52,4,Adorei! Já virou meu favorito.,2024-12-15 05:00:00
570,73,58,2,Porção pequena para o preço. Fiquei com fome.,2024-08-24 05:00:00
571,1284,11,2,"Embalagem simples demais, comida misturou tudo.",2024-02-19 00:00:00
572,1272,4,3,"Comida caseira simples. Sem inovação, mas honesta.",2024-09-02 20:00:00
573,1335,52,4,Comida chegou quente e bem embalada.,2024-10-03 13:00:00
574,1459,17,3,"Embalagem funcional, comida na temperatura certa.",2024-08-20 00:00:00
575,482,68,4,Pizza crocante e bem distribuída. Parabéns ao restaurante.,2024-06-25 04:00:00
576,1069,76,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-06-16 01:00:00
577,507,49,2,Demorou mais que o prometido e o preço não justifica.,2024-11-27 04:00:00
578,1238,35,5,"Marmita completa, bem temperada e ainda quente.",2024-12-06 20:00:00
579,1862,66,5,Melhor hambúrguer que já comi por delivery.,2024-10-06 22:00:00
580,1990,66,3,Restaurante cumpriu o básico esperado.,2024-06-24 08:00:00
581,1477,5,3,Restaurante cumpriu o básico esperado.,2024-05-11 15:00:00
582,1867,1,4,Preço justo para a qualidade entregue.,2024-06-10 13:00:00
583,1456,28,5,Pedi pela segunda vez e não decepcionou.,2024-05-01 09:00:00
584,312,50,4,Embalagem térmica manteve a comida quente.,2024-09-15 07:00:00
585,963,60,3,"Sabor agradável, porém a porção poderia ser maior.",2024-02-29 06:00:00
586,406,2,5,"Salada fresquíssima, parecia colhida na hora.",2024-01-27 01:00:00
587,1331,48,2,"Embalagem simples demais, comida misturou tudo.",2024-02-06 04:00:00
588,1650,30,4,"Comida incrível, super recomendo!",2024-10-16 04:00:00
589,310,56,5,Porção absurdamente generosa pelo preço cobrado.,2024-11-11 06:00:00
590,227,1,2,"Refrigerante chegou quente, sem gelo nenhum.",2024-01-24 07:00:00
591,1858,42,5,Melhor hambúrguer que já comi por delivery.,2024-08-06 03:00:00
592,711,55,3,Frango grelhado sem tempero marcante.,2024-02-17 11:00:00
593,1944,10,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-12-05 06:00:00
594,1384,53,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-06-13 06:00:00
595,1786,1,5,Perfeito! Exatamente como esperado.,2024-04-21 16:00:00
596,149,44,5,"Frango suculento, molho incrível, embalagem perfeita.",2024-05-16 13:00:00
597,1555,44,2,"Pão do lanche estava duro, como se fosse de ontem.",2024-07-16 01:00:00
598,1957,74,3,"Razoável pelo preço. Já comi melhor, já comi pior.",2024-09-12 01:00:00
599,926,28,4,Qualidade consistente. Sempre bom ao pedir.,2024-11-25 01:00:00
600,943,77,2,Atendimento via chat demorou muito para responder.,2024-11-24 07:00:00
601,837,58,4,"Prato caprichado, ingredientes frescos e saborosos.",2024-02-14 14:00:00
602,576,30,5,Superou todas as expectativas. Nota máxima com folga.,2024-08-10 22:00:00
603,558,41,3,Restaurante cumpriu o básico esperado.,2024-11-24 05:00:00
604,1236,49,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-08-26 06:00:00
605,1361,11,5,"Marmita completa, bem temperada e ainda quente.",2024-08-04 05:00:00
606,1348,52,1,Cobrou a mais e o pedido veio incompleto.,2024-12-26 19:00:00
607,1162,2,5,"Atendimento rápido, comida excepcional. Recomendo a todos.",2024-04-13 20:00:00
608,1443,29,1,Faltaram itens no pedido. Paguei por algo que não veio.,2024-04-16 03:00:00
609,287,38,5,Voltei ao mesmo restaurante 5 vezes. Qualidade constante.,2024-04-29 23:00:00
610,1605,78,3,"Sabor agradável, porém a porção poderia ser maior.",2024-01-03 08:00:00
611,1058,63,3,"Razoável pelo preço. Já comi melhor, já comi pior.",2024-08-07 22:00:00
612,599,13,5,Cada detalhe do prato estava perfeito. Arte na cozinha.,2024-01-28 00:00:00
613,933,49,2,Entrega atrasou bastante e a comida chegou morna.,2024-02-05 15:00:00
614,1462,45,5,Sushi premium com peixe de qualidade superior.,2024-03-24 13:00:00
615,1638,67,4,Entregador simpático e cuidadoso com o pedido.,2024-06-25 04:00:00
616,1588,9,3,Boa comida mas embalagem simples. Cumpriu o prometido.,2024-05-23 17:00:00
617,1041,59,3,Massa al dente mas molho podia ter mais sabor.,2024-05-05 23:00:00
618,1231,75,5,Restaurante tratou o pedido com muito cuidado e carinho.,2024-08-19 13:00:00
619,807,51,2,"Sabor razoável, mas a porção foi bem menor que o esperado.",2024-03-01 10:00:00
620,905,19,3,"Comida caseira simples. Sem inovação, mas honesta.",2024-01-20 07:00:00
621,1680,13,5,"Entregou antes do prazo, tudo fresquinho!",2024-04-15 16:00:00
622,1205,23,4,Risoto cremoso na medida certa.,2024-06-13 16:00:00
623,768,43,4,Restaurante caprichado nos detalhes. Vale o preço.,2024-06-20 16:00:00
624,610,77,4,Frango grelhado perfeitamente temperado.,2024-03-24 17:00:00
625,1993,25,5,Sushi premium com peixe de qualidade superior.,2024-02-14 04:00:00
626,1565,37,3,Restaurante cumpriu o básico esperado.,2024-02-13 01:00:00
627,1423,47,3,Frango grelhado sem tempero marcante.,2024-09-20 11:00:00
628,1011,7,5,"Salada fresquíssima, parecia colhida na hora.",2024-07-23 15:00:00
629,494,30,5,"Frango suculento, molho incrível, embalagem perfeita.",2024-01-18 15:00:00
630,1321,67,3,"Embalagem funcional, comida na temperatura certa.",2024-08-20 18:00:00
631,278,69,1,"Comida chegou completamente fria, parece que ficou parada horas.",2024-03-20 09:00:00
632,1847,7,3,"Chegou no prazo, sabor satisfatório.",2024-10-25 00:00:00
633,359,69,2,"Entrega foi lenta, embalagem estava úmida.",2024-04-22 09:00:00
634,1111,67,3,"Tudo certo, sem reclamações. Só não ficou surpreso.",2024-01-04 00:00:00
635,237,22,4,Porção familiar com excelente custo-benefício.,2024-06-16 05:00:00
636,552,73,3,"Razoável pelo preço. Já comi melhor, já comi pior.",2024-05-27 15:00:00
637,1868,44,4,Churrasco macio e bem temperado.,2024-03-30 08:00:00
638,1813,15,4,Comida chegou quente e bem embalada.,2024-11-19 15:00:00
639,209,50,5,Prato visivelmente feito com carinho. Sabor inigualável.,2024-05-17 13:00:00
640,1387,9,2,Pizza com massa crua no meio. Precisava de mais tempo no forno.,2024-11-30 16:00:00
641,1561,19,5,Perfeito! Exatamente como esperado.,2024-06-18 09:00:00
642,59,37,1,"Sopa derramada na embalagem, completamente fria ao chegar.",2024-12-23 17:00:00
643,632,65,2,Porção pequena para o preço. Fiquei com fome.,2024-08-11 14:00:00
