id_pedido,id_restaurante,valor_pedido,quantidade_itens,tempo_preparo_minutos,tempo_entrega_minutos,tempo_total_minutos,tempo_estimado_minutos,atraso_minutos,atrasado,clima,hora,dia_semana,distancia_km
351,34,59.84,3,14,47,61,30,31,1,Tempestade,14,Domingo,3.2
352,41,102.23,3,7,77,84,85,-1,0,Ensolarado,10,Domingo,20.0
353,22,279.05,3,14,54,68,50,18,1,Nublado,21,Segunda,6.9
354,64,15.0,2,15,21,36,26,10,1,Garoa,19,Domingo,0.7
355,77,55.39,6,17,42,59,33,26,1,Garoa,21,Terça,2.6
356,43,102.28,6,20,11,31,25,6,1,Garoa,13,Sexta,0.5
357,18,30.49,3,26,14,40,33,7,1,Ensolarado,22,Domingo,0.5
358,76,49.12,6,20,29,49,50,-1,0,Ensolarado,7,Domingo,6.3
359,69,40.1,5,18,37,55,46,9,1,Garoa,17,Sexta,6.6
360,69,38.66,2,15,25,40,43,-3,0,Ensolarado,15,Terça,5.8
361,12,148.68,4,26,15,41,40,1,0,Ensolarado,15,Quarta,0.8
362,15,102.63,2,22,18,40,27,13,1,Chuvoso,20,Sexta,0.9
363,78,90.8,3,17,25,42,29,13,1,Chuvoso,21,Domingo,1.4
364,46,31.7,1,22,12,34,40,-6,0,Ensolarado,7,Sábado,0.9
365,65,53.29,2,26,25,51,43,8,1,Ensolarado,12,Quarta,1.8
366,56,51.37,4,23,64,87,69,18,1,Ensolarado,19,Domingo,10.8
367,72,75.71,1,14,47,61,41,20,1,Chuvoso,1,Sábado,6.6
368,66,74.69,3,13,16,29,27,2,0,Nublado,8,Quarta,2.1
369,59,66.44,1,19,8,27,38,-11,0,Ensolarado,21,Sábado,0.5
370,60,22.38,2,24,58,82,67,15,1,Nublado,21,Quarta,7.5
371,20,93.36,3,30,17,47,33,14,1,Chuvoso,8,Terça,0.5
372,68,107.67,3,16,19,35,37,-2,0,Nublado,14,Sexta,2.7
373,22,114.51,4,15,10,25,30,-5,0,Ensolarado,18,Terça,0.8
374,71,15.0,4,33,66,99,69,30,1,Nublado,21,Segunda,9.1
375,70,37.67,3,21,14,35,33,2,0,Ensolarado,7,Sexta,0.5
376,76,102.64,2,20,13,33,32,1,0,Ensolarado,16,Sexta,0.8
377,80,74.54,3,19,20,39,41,-2,0,Ensolarado,16,Terça,2.7
378,68,70.53,3,25,15,40,30,10,1,Chuvoso,7,Sexta,0.5
379,53,88.41,3,16,13,29,33,-4,0,Ensolarado,16,Quinta,1.8
380,62,24.47,4,31,64,95,63,32,1,Ensolarado,20,Sábado,8.6
381,2,41.87,2,45,21,66,54,12,1,Ensolarado,19,Sexta,2.7
382,76,34.62,1,19,23,42,44,-2,0,Garoa,6,Domingo,4.4
383,53,15.0,4,19,31,50,37,13,1,Nublado,22,Segunda,3.0
384,27,52.65,2,9,27,36,30,6,1,Nublado,20,Domingo,1.7
385,74,60.7,5,25,34,59,27,32,1,Tempestade,23,Quinta,1.7
386,19,30.69,3,52,67,119,60,59,1,Chuvoso,13,Sábado,5.0
387,51,43.62,3,9,40,49,50,-1,0,Ensolarado,18,Quinta,8.8
388,69,47.3,1,15,26,41,46,-5,0,Ensolarado,16,Sábado,6.6
389,64,28.63,3,17,23,40,33,7,1,Chuvoso,2,Quarta,2.9
390,24,26.21,2,16,17,33,31,2,0,Ensolarado,17,Sábado,1.8
391,56,30.67,1,30,89,119,71,48,1,Chuvoso,12,Domingo,11.4
392,64,30.75,5,22,60,82,42,40,1,Chuvoso,20,Quinta,5.7
393,12,27.45,1,28,31,59,56,3,0,Ensolarado,1,Terça,5.6
394,5,31.27,4,18,16,34,32,2,0,Ensolarado,18,Sábado,0.5
395,13,90.16,5,13,15,28,30,-2,0,Ensolarado,13,Quarta,1.6
396,35,132.07,4,17,46,63,61,2,0,Ensolarado,6,Sexta,9.5
397,4,24.15,3,25,38,63,39,24,1,Nublado,19,Quarta,3.6
398,57,160.49,3,18,30,48,36,12,1,Ensolarado,12,Quarta,2.3
399,44,45.89,5,21,13,34,40,-6,0,Ensolarado,10,Quarta,2.6
400,6,56.6,2,12,29,41,29,12,1,Nublado,21,Domingo,2.5
401,50,15.0,3,17,39,56,42,14,1,Garoa,16,Domingo,5.6
402,34,31.06,1,11,10,21,23,-2,0,Nublado,20,Quarta,1.1
403,74,78.06,4,14,45,59,39,20,1,Nublado,13,Sábado,5.4
404,71,15.0,5,45,13,58,40,18,1,Chuvoso,12,Sábado,0.5
405,22,59.38,1,18,23,41,38,3,0,Nublado,17,Domingo,3.2
406,2,26.88,5,42,16,58,48,10,1,Nublado,11,Terça,0.9
407,47,25.89,2,12,50,62,37,25,1,Chuvoso,21,Segunda,5.3
408,72,25.12,5,11,17,28,23,5,0,Nublado,11,Sábado,1.2
409,10,32.72,3,24,5,29,25,4,0,Chuvoso,9,Sábado,0.5
410,24,21.39,6,17,15,32,31,1,0,Ensolarado,15,Domingo,1.8
411,5,21.96,1,18,25,43,36,7,1,Garoa,1,Domingo,1.9
412,15,143.88,3,15,36,51,51,0,0,Ensolarado,23,Sexta,8.0
413,31,48.73,4,26,23,49,50,-1,0,Nublado,10,Domingo,4.6
414,17,54.44,2,20,33,53,41,12,1,Ensolarado,13,Sexta,4.3
415,36,119.34,6,21,21,42,47,-5,0,Ensolarado,16,Sexta,5.3
416,32,156.89,2,17,10,27,27,0,0,Garoa,15,Sábado,1.5
417,74,88.57,1,12,12,24,24,0,0,Ensolarado,14,Sexta,0.9
418,76,17.38,2,20,6,26,31,-5,0,Nublado,11,Domingo,0.5
419,74,42.76,4,9,61,70,74,-4,0,Ensolarado,8,Quarta,15.7
420,75,27.4,2,20,70,90,68,22,1,Chuvoso,16,Sábado,11.6
421,52,41.61,3,27,45,72,51,21,1,Nublado,20,Domingo,4.7
422,21,44.52,4,17,14,31,33,-2,0,Ensolarado,9,Sábado,0.7
423,4,35.52,3,19,42,61,49,12,1,Nublado,16,Domingo,6.6
424,28,39.83,5,36,38,74,47,27,1,Chuvoso,6,Segunda,4.3
425,22,76.9,4,21,33,54,49,5,0,Nublado,18,Sábado,6.6
426,47,22.23,3,8,5,13,25,-12,0,Ensolarado,11,Sábado,1.7
427,16,50.07,3,33,38,71,41,30,1,Chuvoso,13,Sexta,2.1
428,67,54.1,3,16,22,38,26,12,1,Ensolarado,15,Sexta,1.0
429,66,65.71,6,11,10,21,24,-3,0,Ensolarado,1,Sexta,1.0
430,16,84.37,4,22,27,49,38,11,1,Chuvoso,1,Sábado,1.2
431,43,123.2,1,14,13,27,25,2,0,Ensolarado,21,Segunda,0.5
432,27,56.06,2,20,28,48,32,16,1,Chuvoso,10,Sexta,2.2
433,21,82.42,3,24,36,60,50,10,1,Nublado,13,Quinta,5.7
434,79,88.77,4,23,64,87,59,28,1,Chuvoso,23,Terça,8.9
435,12,88.14,1,39,12,51,39,12,1,Chuvoso,18,Domingo,0.5
436,42,189.47,1,27,88,115,82,33,1,Ensolarado,13,Sexta,14.2
437,14,52.14,4,13,12,25,25,0,0,Nublado,9,Sexta,0.9
438,59,144.45,3,29,16,45,43,2,0,Ensolarado,17,Domingo,1.8
439,22,85.78,5,41,19,60,29,31,1,Tempestade,4,Terça,0.5
440,34,50.64,5,9,15,24,21,3,0,Ensolarado,15,Segunda,0.5
441,43,171.81,5,12,11,23,28,-5,0,Ensolarado,21,Sexta,1.3
442,45,24.36,4,12,27,39,30,9,1,Nublado,12,Domingo,1.4
443,62,71.28,2,24,34,58,43,15,1,Ensolarado,19,Quinta,2.5
444,80,113.33,5,20,8,28,37,-9,0,Ensolarado,11,Sábado,1.5
445,3,31.98,6,25,83,108,84,24,1,Ensolarado,12,Sábado,13.1
446,2,48.51,1,29,24,53,47,6,1,Garoa,19,Sexta,0.5
447,22,47.2,4,20,26,46,47,-1,0,Ensolarado,14,Sábado,6.0
448,17,38.46,1,27,17,44,29,15,1,Chuvoso,22,Quinta,0.5
449,1,31.25,2,24,28,52,39,13,1,Nublado,12,Domingo,2.6
450,68,83.11,3,29,12,41,31,10,1,Chuvoso,22,Quinta,0.8
451,76,29.82,4,25,48,73,48,25,1,Chuvoso,7,Sexta,5.8
452,37,83.58,3,27,64,91,55,36,1,Chuvoso,7,Terça,8.5
453,21,55.94,1,22,19,41,38,3,0,Ensolarado,19,Quarta,2.3
454,20,47.1,1,18,11,29,33,-4,0,Ensolarado,12,Quinta,0.5
455,6,31.16,2,11,24,35,38,-3,0,Nublado,9,Quinta,5.3
456,5,25.3,3,26,5,31,32,-1,0,Ensolarado,2,Quinta,0.5
457,3,22.17,2,27,23,50,43,7,1,Ensolarado,12,Quinta,0.9
458,30,50.76,6,14,21,35,32,3,0,Garoa,7,Domingo,3.1
459,6,15.0,1,12,17,29,25,4,0,Ensolarado,17,Terça,1.4
460,37,40.66,2,20,10,30,31,-1,0,Ensolarado,12,Sexta,1.1
461,42,140.32,2,21,45,66,58,8,1,Ensolarado,14,Sexta,6.9
462,74,69.08,2,13,22,35,33,2,0,Nublado,11,Sexta,3.5
463,31,44.71,2,32,12,44,39,5,0,Garoa,7,Quarta,1.3
464,62,49.93,2,25,53,78,78,0,0,Ensolarado,18,Sábado,13.0
465,37,40.3,1,15,72,87,61,26,1,Garoa,20,Domingo,10.2
466,26,33.7,2,15,47,62,58,4,0,Ensolarado,12,Domingo,8.7
467,79,87.01,3,17,21,38,36,2,0,Ensolarado,22,Domingo,2.2
468,30,39.92,2,12,10,22,30,-8,0,Ensolarado,16,Sexta,2.6
469,61,75.76,3,28,32,60,49,11,1,Ensolarado,20,Quinta,2.7
470,21,36.2,3,26,25,51,39,12,1,Chuvoso,17,Sexta,2.5
471,54,87.21,2,35,25,60,45,15,1,Chuvoso,22,Quinta,2.4
472,21,60.14,4,29,42,71,47,24,1,Chuvoso,12,Sábado,5.0
473,46,71.77,2,40,31,71,52,19,1,Nublado,14,Sexta,4.3
474,47,62.09,1,14,44,58,39,19,1,Chuvoso,18,Sábado,6.0
475,73,46.84,3,17,18,35,28,7,1,Nublado,23,Sexta,1.1
476,25,44.19,4,34,19,53,45,8,1,Nublado,22,Sábado,0.6
477,12,102.66,3,33,66,99,64,35,1,Nublado,13,Domingo,7.9
478,52,32.17,2,33,10,43,37,6,1,Chuvoso,7,Sábado,0.5
479,26,58.0,3,24,25,49,39,10,1,Garoa,18,Segunda,3.0
480,6,52.86,2,15,27,42,22,20,1,Garoa,13,Sábado,0.5
481,54,68.98,3,31,23,54,40,14,1,Nublado,1,Quarta,1.1
482,68,49.47,2,20,30,50,44,6,1,Nublado,17,Sexta,4.7
483,2,49.41,2,30,51,81,62,19,1,Nublado,20,Sexta,5.1
484,59,89.01,6,24,40,64,58,6,1,Nublado,2,Segunda,6.5
485,57,134.14,2,16,15,31,30,1,0,Ensolarado,8,Domingo,0.6
486,46,15.0,3,30,27,57,54,3,0,Nublado,15,Terça,4.9
487,67,30.75,2,9,5,14,24,-10,0,Ensolarado,14,Sábado,0.6
488,57,52.19,3,23,45,68,40,28,1,Chuvoso,20,Terça,3.5
489,1,24.07,2,28,10,38,32,6,1,Garoa,19,Terça,0.6
490,10,15.0,6,15,16,31,27,4,0,Nublado,9,Terça,1.2
491,80,143.75,3,19,11,30,33,-3,0,Ensolarado,11,Quinta,0.5
492,20,39.6,2,21,15,36,40,-4,0,Nublado,14,Segunda,2.8
493,75,68.94,2,27,22,49,42,7,1,Chuvoso,17,Quinta,3.6
494,30,24.52,1,12,20,32,29,3,0,Ensolarado,19,Sábado,2.3
495,19,20.38,3,35,16,51,45,6,1,Ensolarado,21,Terça,0.5
496,5,38.07,3,19,22,41,41,0,0,Nublado,11,Domingo,3.2
497,75,16.53,2,26,28,54,48,6,1,Nublado,18,Sexta,5.5
498,74,20.1,4,18,23,41,25,16,1,Chuvoso,20,Sexta,1.1
499,37,55.81,1,17,16,33,30,3,0,Ensolarado,12,Sexta,0.8
500,45,22.11,3,15,15,30,27,3,0,Ensolarado,8,Quarta,0.5
501,28,85.96,2,23,9,32,34,-2,0,Ensolarado,16,Quinta,0.5
502,32,198.99,3,14,31,45,41,4,0,Chuvoso,9,Sexta,5.6
503,46,70.26,1,27,50,77,65,12,1,Nublado,23,Sexta,8.3
504,60,22.12,2,33,50,83,65,18,1,Ensolarado,12,Quinta,6.7
505,1,28.49,6,26,54,80,55,25,1,Chuvoso,1,Terça,7.6
506,1,19.68,2,25,5,30,32,-2,0,Chuvoso,16,Sexta,0.5
507,49,94.38,1,24,34,58,48,10,1,Ensolarado,20,Sexta,4.2
508,54,37.19,3,31,53,84,63,21,1,Ensolarado,19,Quarta,7.9
509,56,74.99,4,40,11,51,34,17,1,Chuvoso,9,Quinta,0.5
510,35,81.0,4,20,33,53,47,6,1,Ensolarado,17,Segunda,5.5
511,40,219.36,1,24,36,60,42,18,1,Chuvoso,20,Quinta,4.2
512,48,48.65,1,23,14,37,35,2,0,Garoa,19,Sexta,2.6
513,70,96.95,6,18,29,47,44,3,0,Ensolarado,20,Sábado,3.8
514,43,75.94,2,23,30,53,37,16,1,Chuvoso,14,Quinta,4.1
515,19,15.0,4,30,5,35,45,-10,0,Ensolarado,23,Sábado,0.6
516,21,221.05,3,38,39,77,41,36,1,Chuvoso,17,Quinta,3.1
517,70,47.79,2,25,15,40,46,-6,0,Ensolarado,9,Terça,4.3
518,20,64.14,3,19,21,40,38,2,0,Ensolarado,6,Quinta,2.3
519,56,33.04,2,22,35,57,47,10,1,Ensolarado,12,Sábado,4.2
520,57,164.9,1,29,13,42,30,12,1,Chuvoso,21,Domingo,0.5
521,2,43.19,6,37,19,56,50,6,1,Garoa,22,Sábado,1.5
522,3,42.65,2,70,20,90,44,46,1,Tempestade,21,Terça,1.0
523,26,66.27,3,21,83,104,52,52,1,Chuvoso,19,Sábado,7.0
524,74,66.47,2,12,17,29,32,-3,0,Ensolarado,16,Sexta,3.2
525,29,38.29,1,24,37,61,28,33,1,Tempestade,15,Sexta,1.3
526,68,116.67,2,21,5,26,30,-4,0,Garoa,16,Quarta,0.5
527,41,62.12,4,6,23,29,28,1,0,Ensolarado,22,Quarta,3.0
528,60,25.05,3,49,53,102,63,39,1,Nublado,19,Sábado,6.2
529,17,32.31,2,15,10,25,29,-4,0,Nublado,13,Segunda,0.5
530,24,31.19,4,15,23,38,35,3,0,Ensolarado,14,Terça,2.9
531,18,46.42,3,28,69,97,61,36,1,Nublado,12,Sexta,8.9
532,47,27.59,1,6,56,62,43,19,1,Ensolarado,13,Sábado,7.2
533,6,15.75,5,9,26,35,22,13,1,Ensolarado,20,Quinta,0.5
534,53,15.0,2,22,32,54,31,23,1,Garoa,14,Segunda,1.3
535,15,174.45,2,13,19,32,31,1,0,Nublado,19,Terça,2.1
536,31,84.86,2,35,25,60,40,20,1,Chuvoso,22,Quarta,1.5
537,70,19.26,2,21,15,36,35,1,0,Ensolarado,13,Domingo,0.9
538,30,35.6,3,9,65,74,47,27,1,Ensolarado,12,Sábado,7.7
539,45,49.05,1,18,28,46,27,19,1,Nublado,19,Segunda,0.5
540,57,146.26,3,19,34,53,51,2,0,Ensolarado,11,Sábado,7.0
541,8,104.74,1,10,11,21,21,0,0,Nublado,20,Domingo,0.5
542,80,34.38,1,31,34,65,40,25,1,Chuvoso,6,Quinta,2.5
543,18,77.1,4,23,57,80,67,13,1,Ensolarado,12,Domingo,10.7
544,30,15.0,1,13,29,42,29,13,1,Garoa,19,Terça,2.2
545,28,35.58,2,33,21,54,38,16,1,Chuvoso,16,Segunda,1.5
546,6,15.0,2,7,43,50,39,11,1,Ensolarado,19,Sexta,5.7
547,13,57.7,1,15,22,37,30,7,1,Ensolarado,19,Domingo,1.6
548,48,55.71,6,15,86,101,75,26,1,Ensolarado,19,Sexta,14.8
549,73,47.01,1,16,41,57,40,17,1,Ensolarado,12,Terça,4.9
550,66,148.98,4,10,15,25,23,2,0,Nublado,17,Sexta,0.8
551,24,50.33,2,18,31,49,28,21,1,Chuvoso,19,Sábado,0.9
552,73,21.75,2,22,55,77,47,30,1,Chuvoso,16,Sexta,6.9
553,7,22.45,3,23,19,42,32,10,1,Garoa,6,Domingo,0.8
554,24,46.46,3,20,37,57,50,7,1,Nublado,8,Sexta,7.4
555,6,15.0,1,13,21,34,26,8,1,Garoa,23,Domingo,1.8
556,63,34.68,3,20,29,49,47,2,0,Ensolarado,21,Sexta,5.1
557,74,79.98,1,13,34,47,25,22,1,Chuvoso,19,Domingo,1.0
558,41,17.51,1,9,11,20,21,-1,0,Ensolarado,6,Quarta,0.8
559,65,156.68,3,27,12,39,39,0,0,Nublado,20,Sexta,0.5
560,40,70.54,3,20,14,34,37,-3,0,Ensolarado,14,Sábado,2.8
561,6,41.9,3,10,7,17,22,-5,0,Ensolarado,18,Quarta,0.6
562,68,120.03,2,22,5,27,30,-3,0,Nublado,10,Sábado,0.5
563,18,92.42,1,29,25,54,33,21,1,Chuvoso,18,Sábado,0.5
564,37,95.35,1,25,56,81,44,37,1,Chuvoso,19,Sábado,5.1
565,31,76.98,3,26,22,48,46,2,0,Nublado,7,Quinta,3.4
566,14,42.36,1,18,68,86,41,45,1,Chuvoso,12,Sábado,5.5
567,52,106.06,6,31,16,47,43,4,0,Ensolarado,19,Sábado,2.2
568,58,18.25,2,24,36,60,43,17,1,Chuvoso,16,Sábado,4.7
569,5,23.0,5,20,48,68,67,1,0,Ensolarado,8,Sábado,11.1
570,41,59.26,2,11,34,45,31,14,1,Chuvoso,20,Segunda,3.8
571,11,74.82,1,36,26,62,52,10,1,Nublado,6,Sábado,3.9
572,1,60.5,3,23,19,42,41,1,0,Nublado,15,Quinta,3.4
573,34,35.03,3,10,16,26,26,0,0,Ensolarado,13,Quarta,2.1
574,32,89.27,1,16,27,43,26,17,1,Nublado,19,Terça,1.1
575,58,27.42,2,19,60,79,53,26,1,Nublado,21,Quarta,7.7
576,30,33.47,3,18,31,49,27,22,1,Tempestade,8,Domingo,1.8
577,19,18.77,2,33,18,51,49,2,0,Nublado,21,Sábado,1.8
578,28,55.73,1,25,21,46,39,7,1,Ensolarado,14,Sábado,2.0
579,19,15.0,2,37,63,100,65,35,1,Garoa,13,Sexta,6.7
580,35,20.27,1,22,22,44,32,12,1,Garoa,20,Domingo,1.0
581,59,34.56,2,33,15,48,38,10,1,Chuvoso,15,Quarta,0.5
582,21,24.97,3,17,13,30,38,-8,0,Ensolarado,17,Segunda,2.0
583,1,24.73,3,24,7,31,33,-2,0,Nublado,12,Sexta,0.9
584,44,73.38,5,22,55,77,78,-1,0,Ensolarado,16,Sábado,13.9
585,32,51.07,2,11,11,22,27,-5,0,Ensolarado,19,Quarta,1.3
586,62,69.81,5,30,40,70,59,11,1,Chuvoso,11,Quinta,7.2
587,42,109.38,4,29,9,38,38,0,0,Chuvoso,22,Segunda,0.9
588,71,15.0,2,25,23,48,40,8,1,Nublado,19,Segunda,0.5
589,8,78.65,4,11,21,32,30,2,0,Garoa,16,Segunda,3.2
590,34,44.68,3,19,47,66,33,33,1,Tempestade,7,Domingo,4.0
591,58,28.99,1,20,34,54,30,24,1,Garoa,19,Quinta,1.0
592,46,18.43,1,39,36,75,51,24,1,Chuvoso,7,Terça,4.2
593,2,31.92,2,39,17,56,52,4,0,Garoa,17,Quinta,2.1
594,45,22.11,4,24,12,36,28,8,1,Chuvoso,11,Quarta,1.0
595,46,24.95,1,23,42,65,57,8,1,Ensolarado,19,Quarta,5.8
596,12,28.68,2,26,57,83,69,14,1,Nublado,10,Sábado,9.4
597,55,86.95,3,25,7,32,33,-1,0,Nublado,9,Quinta,1.3
598,73,21.5,2,14,8,22,26,-4,0,Ensolarado,22,Terça,0.6
599,13,120.89,4,22,100,122,77,45,1,Chuvoso,8,Terça,15.6
600,27,126.89,2,26,25,51,27,24,1,Chuvoso,19,Segunda,0.8
601,41,67.42,3,11,34,45,42,3,0,Ensolarado,7,Quarta,7.0
602,78,132.12,1,14,27,41,33,8,1,Garoa,19,Quarta,2.5
603,54,41.53,2,31,35,66,45,21,1,Chuvoso,13,Quinta,2.6
604,75,29.38,1,20,46,66,56,10,1,Ensolarado,15,Sábado,7.9
605,39,73.55,4,15,53,68,56,12,1,Ensolarado,20,Domingo,8.5
606,26,28.3,3,25,25,50,34,16,1,Nublado,13,Sexta,1.5
607,54,66.57,1,21,25,46,57,-11,0,Ensolarado,11,Sábado,6.1
608,69,66.8,5,14,22,36,32,4,0,Ensolarado,21,Quinta,2.2
609,37,63.66,3,19,22,41,38,3,0,Ensolarado,20,Quarta,3.2
610,77,22.17,2,26,33,59,38,21,1,Chuvoso,9,Sexta,4.1
611,78,66.0,2,15,13,28,26,2,0,Ensolarado,3,Sábado,0.5
612,35,65.33,1,43,16,59,32,27,1,Tempestade,9,Quarta,0.9
613,65,62.48,2,20,21,41,41,0,0,Ensolarado,18,Quarta,1.0
614,46,38.09,1,22,17,39,45,-6,0,Ensolarado,17,Segunda,2.4
615,17,29.76,3,13,57,70,69,1,0,Nublado,10,Domingo,12.7
616,32,111.15,4,19,35,54,39,15,1,Garoa,20,Sábado,4.9
617,67,59.48,5,15,26,41,24,17,1,Nublado,13,Sexta,0.6
618,77,42.53,2,14,22,36,33,3,0,Ensolarado,16,Quinta,2.7
619,16,44.64,1,27,40,67,47,20,1,Chuvoso,10,Domingo,3.9
620,21,107.24,6,33,23,56,36,20,1,Chuvoso,23,Sexta,1.4
621,6,15.0,2,14,31,45,27,18,1,Chuvoso,23,Segunda,2.1
622,46,39.08,6,25,8,33,39,-6,0,Ensolarado,20,Domingo,0.5
623,43,228.53,2,24,24,48,30,18,1,Chuvoso,10,Sábado,1.9
624,56,45.24,3,28,13,41,34,7,1,Ensolarado,20,Sábado,0.5
625,62,37.24,1,26,21,47,39,8,1,Garoa,20,Sábado,1.2
626,76,27.79,3,18,24,42,32,10,1,Nublado,19,Domingo,0.9
627,50,20.39,3,23,70,93,52,41,1,Tempestade,9,Domingo,8.7
628,21,53.62,2,16,10,26,35,-9,0,Ensolarado,12,Sexta,1.1
629,64,23.99,5,13,13,26,26,0,0,Ensolarado,10,Sexta,0.7
630,51,31.76,5,21,34,55,26,29,1,Chuvoso,10,Terça,1.7
631,13,73.73,3,17,26,43,30,13,1,Ensolarado,20,Quarta,1.5
632,65,94.15,5,32,35,67,45,22,1,Chuvoso,21,Sábado,2.2
633,6,21.96,2,16,50,66,49,17,1,Garoa,22,Quinta,8.7
634,22,91.34,2,16,9,25,30,-5,0,Ensolarado,7,Quarta,1.0
635,2,85.4,3,53,70,123,92,31,1,Garoa,22,Sábado,14.2
636,74,156.29,5,12,10,22,23,-1,0,Chuvoso,9,Domingo,0.5
637,80,94.02,2,29,17,46,36,10,1,Nublado,20,Terça,1.4
638,2,99.45,4,33,39,72,60,12,1,Ensolarado,12,Sábado,4.4
639,34,47.63,6,9,15,24,27,-3,0,Ensolarado,22,Domingo,2.4
640,27,47.3,5,19,37,56,46,10,1,Nublado,22,Segunda,6.5
641,65,55.1,5,32,37,69,54,15,1,Nublado,22,Terça,5.0
642,60,45.75,6,26,10,36,48,-12,0,Ensolarado,8,Sábado,1.6
643,18,113.82,4,14,18,32,42,-10,0,Ensolarado,9,Domingo,3.0
644,11,39.56,2,37,24,61,47,14,1,Nublado,18,Domingo,2.3
645,21,67.34,1,17,13,30,33,-3,0,Ensolarado,11,Segunda,0.5
646,42,104.12,6,25,13,38,36,2,0,Chuvoso,0,Quinta,0.5
647,43,134.27,3,11,23,34,28,6,1,Ensolarado,21,Sexta,1.4
648,11,72.65,3,47,69,116,61,55,1,Tempestade,7,Sexta,6.4
649,24,15.0,4,12,32,44,43,1,0,Ensolarado,19,Terça,5.3
650,65,44.41,1,38,15,53,40,13,1,Garoa,12,Quarta,0.8
651,30,15.0,3,14,66,80,49,31,1,Chuvoso,9,Quinta,8.2
652,55,59.0,3,22,30,52,40,12,1,Nublado,21,Segunda,3.3
653,48,133.13,2,18,26,44,38,6,1,Garoa,15,Segunda,3.7
654,11,64.72,2,31,12,43,41,2,0,Ensolarado,21,Terça,0.5
655,33,60.67,4,29,41,70,55,15,1,Chuvoso,10,Sábado,6.9
656,74,49.71,1,9,20,29,33,-4,0,Ensolarado,11,Quarta,3.6
657,4,20.46,2,8,11,19,33,-14,0,Ensolarado,17,Sábado,1.8
658,71,20.33,3,41,15,56,40,16,1,Chuvoso,14,Quarta,0.6
659,15,22.75,2,15,19,34,35,-1,0,Ensolarado,10,Segunda,3.2
660,58,31.4,2,19,18,37,40,-3,0,Ensolarado,7,Sábado,3.8
661,74,26.19,3,12,43,55,53,2,0,Ensolarado,16,Sábado,9.6
662,75,32.74,2,25,20,45,42,3,0,Ensolarado,9,Domingo,3.7
663,17,57.48,2,10,12,22,32,-10,0,Ensolarado,11,Quinta,1.6
664,26,52.25,1,31,16,47,37,10,1,Chuvoso,6,Sábado,2.3
665,72,20.5,3,14,20,34,26,8,1,Garoa,13,Sexta,2.0
666,57,32.92,2,23,68,91,54,37,1,Chuvoso,17,Sábado,7.8
667,24,29.49,5,11,14,25,28,-3,0,Nublado,17,Domingo,0.9
668,72,43.98,4,11,11,22,24,-2,0,Garoa,15,Segunda,1.5
669,25,85.16,3,47,27,74,50,24,1,Chuvoso,16,Domingo,1.9
670,30,31.31,2,17,22,39,24,15,1,Chuvoso,18,Terça,0.9
671,60,38.17,1,34,19,53,44,9,1,Chuvoso,23,Domingo,0.5
672,10,18.7,6,15,15,30,25,5,0,Nublado,14,Domingo,0.5
673,55,77.6,5,16,15,31,32,-1,0,Ensolarado,18,Sábado,0.8
674,60,31.53,2,36,15,51,44,7,1,Ensolarado,21,Segunda,0.5
675,4,20.87,5,21,38,59,39,20,1,Nublado,12,Quarta,3.6
676,29,30.95,2,12,53,65,47,18,1,Nublado,20,Sexta,7.0
677,33,41.36,4,23,32,55,50,5,0,Nublado,14,Terça,5.5
678,63,23.17,1,25,32,57,45,12,1,Nublado,22,Domingo,4.6
679,47,32.14,2,5,19,24,23,1,0,Ensolarado,12,Sexta,1.2
680,72,40.84,1,10,20,30,24,6,1,Nublado,13,Sexta,1.4
681,69,83.2,3,13,26,39,34,5,0,Nublado,12,Terça,2.8
682,50,22.0,2,14,51,65,57,8,1,Ensolarado,4,Domingo,10.1
683,60,56.72,1,43,54,97,56,41,1,Tempestade,19,Domingo,4.0
684,80,63.43,3,23,21,44,38,6,1,Ensolarado,20,Quarta,1.9
685,10,27.62,1,27,55,82,36,46,1,Tempestade,19,Segunda,3.8
686,51,32.3,2,13,9,22,24,-2,0,Chuvoso,23,Quinta,1.1
687,1,23.96,2,21,14,35,40,-5,0,Ensolarado,14,Sábado,3.1
688,41,34.3,5,13,47,60,32,28,1,Chuvoso,20,Sábado,4.1
689,49,90.14,2,23,35,58,45,13,1,Ensolarado,20,Sexta,3.3
690,17,42.32,5,25,5,30,29,1,0,Tempestade,16,Terça,0.5
691,15,147.87,4,24,14,38,26,12,1,Chuvoso,3,Terça,0.5
692,68,71.52,4,25,19,44,30,14,1,Garoa,11,Quinta,0.5
693,56,43.05,3,28,31,59,43,16,1,Nublado,12,Sábado,3.0
694,19,15.0,3,37,21,58,49,9,1,Ensolarado,8,Segunda,1.6
695,3,37.81,2,32,28,60,55,5,0,Nublado,9,Domingo,4.4
696,27,81.37,3,26,15,41,33,8,1,Chuvoso,9,Domingo,2.5
697,25,71.1,3,32,13,45,45,0,0,Ensolarado,12,Quinta,0.6
698,16,34.21,3,27,16,43,38,5,0,Nublado,22,Sábado,1.2
699,46,32.65,4,26,40,66,59,7,1,Ensolarado,11,Quinta,6.4
700,7,42.8,3,19,32,51,35,16,1,Garoa,20,Segunda,1.9
701,74,79.74,4,12,56,68,65,3,0,Ensolarado,18,Segunda,13.2
702,46,15.05,2,29,60,89,66,23,1,Nublado,12,Domingo,8.5
